msm.new.ref.locus.tag,msm.locus.tag,mtb.locus.tag,mtb.gene.name,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,evalue,bits
LJ00_RS23470,MSMEG_4804,Rv1174c,TB8.4,0.527,108,50,0,10,117,4,4.41E-30,111
LJ00_RS15355,MSMEG_3122,Rv1461,NA,0.526,846,226,0,1,477,1,1.71E-251,770
LJ00_RS01170,MSMEG_0235,Rv0199,NA,0.524,204,96,0,3,206,17,6.49E-67,222
LJ00_RS27400,MSMEG_5603,Rv1994c,cmtR,0.524,103,49,0,5,107,6,3.90E-29,108
LJ00_RS11835,MSMEG_2409,Rv2970c,lipN,0.524,378,179,0,1,378,1,4.45E-118,379
LJ00_RS33785,MSMEG_6902,Rv0048c,NA,0.523,279,129,0,8,286,14,1.09E-92,301
LJ00_RS26720,MSMEG_5468,Rv0996,NA,0.523,384,170,0,1,384,1,1.90E-112,363
LJ00_RS30485,MSMEG_6231,Rv1978,NA,0.523,235,107,0,11,236,11,2.79E-71,237
LJ00_RS22315,MSMEG_4563,Rv0133,NA,0.522,201,93,0,7,207,6,1.05E-70,233
LJ00_RS04470,MSMEG_0905,Rv0464c,NA,0.522,173,79,0,19,185,17,1.18E-50,174
LJ00_RS08985,MSMEG_1822,Rv3279c,birA,0.522,265,125,0,4,268,5,1.79E-76,253
LJ00_RS00310,MSMEG_0063,Rv3872,PE35,0.522,90,43,0,1,90,1,6.68E-25,95
LJ00_RS28250,MSMEG_5775,Rv0822c,NA,0.521,792,327,0,1,792,1,3.79E-229,722
LJ00_RS15845,MSMEG_3222,Rv1614,lgt,0.52,463,211,0,7,469,6,1.25E-141,459
LJ00_RS33955,MSMEG_6945,Rv3923c,rnpA,0.52,121,51,0,1,121,10,2.87E-32,118
LJ00_RS03470,MSMEG_0704,Rv0344c,lpqJ,0.519,177,83,0,7,179,10,1.72E-60,202
LJ00_RS00405,MSMEG_0081,Rv3880c,espL,0.519,104,49,0,1,103,1,4.84E-26,99
LJ00_RS15460,MSMEG_3144,Rv1476,NA,0.518,184,82,0,1,184,1,1.62E-53,183
LJ00_RS27620,MSMEG_5647,Rv1748,NA,0.518,216,101,0,14,229,33,1.25E-61,208
LJ00_RS03910,MSMEG_0792,Rv0416,thiS,0.515,66,30,0,4,66,3,2.09E-15,66
LJ00_RS27015,MSMEG_5526,Rv0950c,NA,0.515,348,152,0,32,379,18,2.74E-105,342
LJ00_RS26440,MSMEG_5412,Rv1926c,mpt63,0.515,154,74,0,7,160,5,1.12E-40,152
LJ00_RS19405,MSMEG_3952,Rv3127,NA,0.515,320,153,0,10,325,1,3.57E-105,339
LJ00_RS23310,MSMEG_4771,Rv1363c,NA,0.514,278,122,0,26,303,9,2.05E-71,240
LJ00_RS17900,MSMEG_3641,Rv1836c,NA,0.514,761,328,0,1,761,1,7.92E-235,737
LJ00_RS09845,MSMEG_1996,Rv3079c,NA,0.514,265,128,0,1,265,1,1.50E-81,268
LJ00_RS32205,MSMEG_6580,Rv3095,NA,0.514,101,48,0,12,112,14,2.05E-27,105
LJ00_RS10825,MSMEG_2199,Rv1356c,NA,0.513,250,121,0,5,254,13,5.96E-82,268
LJ00_RS20750,MSMEG_4234,Rv2164c,NA,0.513,379,183,0,1,379,1,8.00E-102,332
LJ00_RS25975,MSMEG_5314,Rv3555c,NA,0.513,288,139,0,1,287,1,1.66E-90,295
LJ00_RS17785,MSMEG_3618,Rv1860,apa,0.513,351,157,0,1,351,1,4.70E-105,340
LJ00_RS00715,MSMEG_0143,Rv0178,NA,0.512,233,110,0,71,296,12,4.38E-68,230
LJ00_RS15280,MSMEG_3107,Rv1455,NA,0.512,317,139,0,1,317,1,8.33E-91,297
LJ00_RS04885,MSMEG_0992,Rv1533,NA,0.51,369,180,0,1,369,1,5.96E-113,364
LJ00_RS14330,MSMEG_2915,Rv1032c,trcS,0.509,485,237,0,8,492,19,1.41E-145,465
LJ00_RS08560,MSMEG_1733,Rv2248,NA,0.509,275,132,0,25,299,1,9.21E-80,264
LJ00_RS06575,MSMEG_1332,Rv0633c,NA,0.508,241,116,0,13,249,14,5.69E-79,261
LJ00_RS03320,MSMEG_0674,Rv1433,NA,0.508,331,129,0,6,336,8,1.15E-104,338
LJ00_RS00500,MSMEG_0101,Rv1890c,NA,0.508,175,86,0,4,178,23,9.90E-52,177
LJ00_RS30910,MSMEG_6316,Rv3763,lpqH,0.508,175,77,0,1,175,1,2.25E-47,164
LJ00_RS15235,MSMEG_3098,Rv1444c,NA,0.507,127,59,0,1,121,4,1.92E-33,121
LJ00_RS00035,MSMEG_0007,Rv0007,NA,0.505,304,128,0,1,260,1,3.17E-83,272
LJ00_RS00710,MSMEG_0142,Rv0177,NA,0.505,184,90,0,1,182,1,1.28E-56,191
LJ00_RS04725,MSMEG_0960,Rv0514,NA,0.505,75,36,0,2,76,4,2.69E-17,72
LJ00_RS19000,MSMEG_3868,Rv3165c,NA,0.505,161,79,0,1,161,1,3.49E-44,154
LJ00_RS12720,MSMEG_2588,Rv0255c,cobQ1,0.504,485,239,0,6,490,4,3.37E-141,452
LJ00_RS17540,MSMEG_3566,Rv0852,NA,0.501,209,103,0,1,207,1,1.71E-66,221
LJ00_RS27875,MSMEG_5700,Rv0867c,rpfA,0.501,422,200,0,1,422,1,3.57E-114,373
LJ00_RS07585,MSMEG_1536,Rv3447c,eccC4,0.501,1223,596,0,11,1205,9,0,1160
LJ00_RS30835,MSMEG_6302,Rv3731,ligC,0.501,354,172,0,4,348,1,1.52E-108,350
LJ00_RS33850,MSMEG_6920,Rv0039c,NA,0.5,120,57,0,1,120,1,1.11E-30,113
LJ00_RS25880,MSMEG_5295,Rv0119,fadD7,0.5,513,244,0,17,505,11,1.72E-144,462
LJ00_RS11495,MSMEG_2341,Rv2044c,NA,0.5,104,52,0,16,119,2,8.27E-32,117
LJ00_RS21175,MSMEG_4322,Rv2240c,NA,0.5,184,91,0,6,189,14,1.75E-47,165
LJ00_RS06475,MSMEG_1312,Rv3482c,NA,0.5,48,21,0,6,53,8,1.11E-09,55
LJ00_RS04000,MSMEG_0811,Rv1138c,NA,0.497,338,165,0,3,340,7,1.93E-91,300
LJ00_RS17105,MSMEG_3477,Rv1566c,NA,0.497,211,78,0,9,219,12,6.86E-55,188
LJ00_RS22065,MSMEG_4512,Rv2381c,mbtD,0.497,993,498,0,1,992,1,5.09E-278,874
LJ00_RS13700,MSMEG_2790,Rv2668,NA,0.497,173,83,0,1,166,1,2.49E-45,158
LJ00_RS29735,MSMEG_6078,Rv3584,lpqE,0.494,176,85,0,1,169,1,4.09E-45,158
LJ00_RS21890,MSMEG_4475,Rv2330c,lppP,0.493,160,81,0,3,162,14,2.49E-49,169
LJ00_RS30025,MSMEG_6136,Rv2723,NA,0.493,324,161,0,1,319,1,6.21E-96,312
LJ00_RS13160,MSMEG_2679,Rv2762c,NA,0.493,77,39,0,315,391,51,2.21E-10,60
LJ00_RS03050,MSMEG_0619,Rv0286,PPE4,0.493,522,254,0,1,522,1,6.12E-147,470
LJ00_RS28285,MSMEG_5782,Rv0928,pstS3,0.493,378,187,0,1,378,1,8.60E-110,355
LJ00_RS25070,MSMEG_5128,Rv1171,NA,0.492,138,67,0,1,132,1,3.50E-40,141
LJ00_RS17415,MSMEG_3540,Rv3202a,NA,0.492,63,29,0,11,73,11,1.05E-10,53
LJ00_RS26660,MSMEG_5456,Rv0583c,lpqN,0.491,229,113,0,10,238,6,8.71E-70,232
LJ00_RS21380,MSMEG_4366,Rv1266c,pknH,0.491,344,174,0,7,348,7,5.92E-102,339
LJ00_RS23305,MSMEG_4770,Rv1362c,NA,0.49,210,99,0,6,200,11,1.13E-57,195
LJ00_RS19180,MSMEG_3904,Rv2116,lppK,0.489,187,95,0,1,187,1,3.90E-46,161
LJ00_RS20925,MSMEG_4271,Rv2203,NA,0.489,185,89,0,21,205,55,5.74E-50,173
LJ00_RS00265,MSMEG_0053,Rv3860,NA,0.487,440,196,0,18,457,3,3.58E-123,398
LJ00_RS12690,MSMEG_2582,Rv1676,NA,0.486,182,91,0,1,179,48,1.15E-47,165
LJ00_RS08900,MSMEG_1806,Rv0345,NA,0.485,136,67,0,4,139,3,2.55E-30,115
LJ00_RS04105,MSMEG_0830,Rv0428c,NA,0.485,304,152,0,1,304,1,3.09E-88,289
LJ00_RS17185,MSMEG_3493,Rv0559c,NA,0.485,106,54,0,2,107,5,1.66E-30,112
LJ00_RS05550,MSMEG_1125,Rv2621c,NA,0.485,208,106,0,9,216,13,5.57E-56,191
LJ00_RS20090,MSMEG_4098,Rv3663c,dppD,0.485,534,273,0,3,534,4,5.43E-143,460
LJ00_RS09540,MSMEG_1932,Rv3209,NA,0.484,186,93,0,94,274,1,3.86E-48,171
LJ00_RS00705,MSMEG_0141,Rv0176,NA,0.483,309,159,0,7,315,8,5.01E-89,292
LJ00_RS17190,MSMEG_3494,Rv0455c,NA,0.483,149,74,0,2,150,3,4.82E-44,153
LJ00_RS22905,MSMEG_4689,Rv3354,NA,0.483,120,60,0,10,129,9,2.72E-26,101
LJ00_RS25755,MSMEG_5266,Rv1078,NA,0.481,240,105,0,1,203,1,1.23E-59,203
LJ00_RS15715,MSMEG_3196,Rv1591,NA,0.481,219,112,0,3,221,1,6.58E-67,223
LJ00_RS06125,MSMEG_0430,Rv3349c,NA,0.481,134,69,0,237,369,64,6.53E-26,110
LJ00_RS06125,MSMEG_2830,Rv3349c,NA,0.481,134,69,0,237,369,64,6.53E-26,110
LJ00_RS26370,MSMEG_5398,Rv3349c,NA,0.481,134,69,0,237,369,64,6.53E-26,110
LJ00_RS13895,MSMEG_0430,Rv3349c,NA,0.481,134,69,0,237,369,64,6.53E-26,110
LJ00_RS02120,MSMEG_1239,Rv3349c,NA,0.481,134,69,0,237,369,64,6.53E-26,110
LJ00_RS06125,MSMEG_1239,Rv3349c,NA,0.481,134,69,0,237,369,64,6.53E-26,110
LJ00_RS13895,MSMEG_1239,Rv3349c,NA,0.481,134,69,0,237,369,64,6.53E-26,110
LJ00_RS02120,MSMEG_0430,Rv3349c,NA,0.481,134,69,0,237,369,64,6.53E-26,110
LJ00_RS13895,MSMEG_2830,Rv3349c,NA,0.481,134,69,0,237,369,64,6.53E-26,110
LJ00_RS02120,MSMEG_2830,Rv3349c,NA,0.481,134,69,0,237,369,64,6.53E-26,110
LJ00_RS30770,MSMEG_6289,Rv0125,pepA,0.479,338,171,0,11,340,16,3.10E-94,308
LJ00_RS17175,MSMEG_3491,Rv1906c,NA,0.479,143,65,0,4,146,31,5.16E-33,121
LJ00_RS19435,MSMEG_3957,Rv2100,NA,0.479,518,259,0,1,518,50,4.86E-152,485
LJ00_RS19345,MSMEG_3939,Rv2624c,NA,0.479,260,131,0,10,261,12,3.99E-63,214
LJ00_RS23060,MSMEG_4720,Rv2507,NA,0.478,268,131,0,12,262,2,6.88E-68,228
LJ00_RS04555,MSMEG_0923,Rv0479c,NA,0.477,336,161,0,4,311,13,3.21E-89,292
LJ00_RS06995,MSMEG_1417,Rv0689c,NA,0.477,85,43,0,342,426,1,2.76E-15,76
LJ00_RS06875,MSMEG_1393,Rv0679c,NA,0.475,143,64,0,13,135,22,2.09E-38,136
LJ00_RS02840,MSMEG_0575,Rv0403c,mmpS1,0.474,139,72,0,9,146,4,6.51E-39,138
LJ00_RS27145,MSMEG_5551,Rv0941c,NA,0.474,250,131,0,2,251,6,3.91E-68,228
LJ00_RS32210,MSMEG_6581,Rv3174,NA,0.474,212,111,0,10,221,11,2.59E-58,198
LJ00_RS03120,MSMEG_0634,Rv0308,NA,0.473,207,108,0,1,205,1,3.80E-54,186
LJ00_RS18970,MSMEG_3862,Rv2053c,fxsA,0.473,163,84,0,4,166,3,4.77E-35,128
LJ00_RS08080,MSMEG_1637,Rv3365c,NA,0.473,946,448,0,19,964,24,3.09E-257,812
LJ00_RS07705,MSMEG_1560,Rv3440c,NA,0.473,95,50,0,7,101,9,1.41E-19,80
LJ00_RS25980,MSMEG_5315,Rv3594,NA,0.473,260,120,0,7,235,3,4.27E-68,229
LJ00_RS03080,MSMEG_0626,Rv0292,eccE3,0.471,298,151,0,4,290,12,1.36E-69,235
LJ00_RS18110,MSMEG_3684,Rv2042c,NA,0.471,276,137,0,3,278,4,1.45E-67,228
LJ00_RS07410,MSMEG_1501,Rv2751,NA,0.471,282,149,0,7,288,8,4.04E-75,250
LJ00_RS31440,MSMEG_6424,Rv3843c,NA,0.47,328,173,0,1,327,1,2.26E-90,299
LJ00_RS01750,MSMEG_0352,Rv1972,NA,0.469,178,92,0,22,199,16,4.56E-41,147
LJ00_RS00315,MSMEG_0064,Rv3873,PPE68,0.469,431,191,0,10,440,2,7.81E-112,364
LJ00_RS10405,MSMEG_2111,Rv1885c,NA,0.468,177,94,0,5,181,18,2.78E-47,164
LJ00_RS19285,MSMEG_3926,Rv1997,ctpF,0.468,872,462,0,34,902,30,7.10E-234,742
LJ00_RS25820,MSMEG_5281,Rv1064c,lpqV,0.467,156,74,0,1,156,1,3.84E-32,119
LJ00_RS00115,MSMEG_0023,Rv0008c,NA,0.466,144,72,0,1,135,1,3.07E-34,124
LJ00_RS24875,MSMEG_5088,Rv1204c,NA,0.465,556,258,0,17,499,7,4.11E-128,423
LJ00_RS05460,MSMEG_1106,Rv1931c,NA,0.465,256,135,0,76,331,7,3.02E-60,209
LJ00_RS09295,MSMEG_1883,Rv0917,betP,0.464,497,263,0,59,550,23,7.00E-140,454
LJ00_RS20940,MSMEG_4274,Rv0254c,cobU,0.463,171,91,0,1,171,1,5.70E-38,137
LJ00_RS12895,MSMEG_2623,Rv2843,NA,0.463,174,88,0,5,178,11,4.07E-34,126
LJ00_RS32035,MSMEG_6545,Rv3390,lpqD,0.463,230,122,0,3,232,5,4.39E-58,198
LJ00_RS00010,MSMEG_0002,Rv1122,gnd2,0.462,337,156,0,1,291,1,1.97E-88,289
LJ00_RS10290,MSMEG_2088,Rv3103c,NA,0.462,144,69,0,21,164,16,2.86E-34,126
LJ00_RS01800,MSMEG_0362,Rv1879,NA,0.461,373,198,0,14,386,8,1.05E-101,332
LJ00_RS05670,MSMEG_1149,Rv2390c,NA,0.458,179,96,0,49,227,7,9.66E-45,159
LJ00_RS31580,MSMEG_6452,Rv0234c,gabD1,0.457,451,238,0,5,444,58,1.28E-119,387
LJ00_RS26040,MSMEG_5329,Rv3848,NA,0.457,236,126,0,1,236,1,8.40E-65,218
LJ00_RS03315,MSMEG_0673,Rv1435c,NA,0.454,190,97,0,1,178,4,2.67E-38,138
LJ00_RS35505,MSMEG_6254,Rv3705A,NA,0.454,128,68,0,29,156,5,3.80E-23,93
LJ00_RS21305,MSMEG_4349,Rv2264c,NA,0.452,583,313,0,6,588,10,1.07E-142,461
LJ00_RS05560,MSMEG_1127,Rv1733c,NA,0.451,193,102,0,1,187,13,7.25E-44,155
LJ00_RS12155,MSMEG_2474,Rv1984c,cfp21,0.451,235,118,0,8,242,2,3.42E-53,185
LJ00_RS32965,MSMEG_6737,Rv0622,NA,0.45,312,158,0,3,290,4,6.14E-81,267
LJ00_RS07835,MSMEG_1588,Rv1352,NA,0.45,121,64,0,2,119,3,6.49E-27,102
LJ00_RS05465,MSMEG_1107,Rv1930c,NA,0.45,240,89,0,2,241,3,1.71E-54,188
LJ00_RS13450,MSMEG_2739,Rv2721c,NA,0.45,805,381,0,7,811,7,4.02E-194,621
LJ00_RS03415,MSMEG_0693,Rv0340,NA,0.448,179,93,0,1,169,1,6.06E-35,128
LJ00_RS18910,MSMEG_3851,Rv2046,lppI,0.447,226,120,0,1,226,1,5.91E-61,206
LJ00_RS09855,MSMEG_1998,Rv1124,ephC,0.446,296,162,0,1,294,16,4.91E-77,256
LJ00_RS31570,MSMEG_6451,Rv0081,NA,0.444,108,57,0,11,118,4,7.48E-22,88
LJ00_RS18070,MSMEG_3676,Rv2776c,NA,0.444,314,167,0,50,363,3,1.79E-74,252
LJ00_RS24560,MSMEG_5026,Rv0336,NA,0.443,469,260,0,8,474,26,6.03E-112,366
LJ00_RS24560,MSMEG_5026,Rv0515,NA,0.443,469,260,0,8,474,26,6.03E-112,366
LJ00_RS02035,MSMEG_0412,Rv1184c,NA,0.443,358,198,0,3,359,2,1.33E-96,317
LJ00_RS03145,MSMEG_0638,Rv0312,NA,0.442,639,342,0,1,639,1,5.62E-145,470
LJ00_RS33355,MSMEG_6815,Rv2525c,NA,0.44,247,132,0,1,247,3,1.33E-51,180
LJ00_RS02040,MSMEG_0413,Rv3821,NA,0.439,237,126,0,1,225,1,1.86E-54,187
LJ00_RS12405,MSMEG_2524,Rv0986,NA,0.437,224,126,0,16,239,2,6.33E-56,192
LJ00_RS29565,MSMEG_6045,Rv2060,NA,0.437,135,74,0,149,283,1,1.70E-27,111
LJ00_RS25385,MSMEG_5191,Rv3525c,NA,0.437,160,89,0,11,169,8,4.10E-39,140
LJ00_RS05875,MSMEG_1189,Rv0537c,NA,0.436,448,245,0,34,481,10,7.31E-107,355
LJ00_RS02690,MSMEG_0545,Rv0386,NA,0.434,175,91,0,1,161,1,1.04E-28,110
LJ00_RS09490,MSMEG_1922,Rv2537c,aroD,0.434,145,82,0,1,145,1,2.03E-34,125
LJ00_RS33900,MSMEG_6932,Rv3912,NA,0.434,239,130,0,8,238,13,1.34E-48,171
LJ00_RS27975,MSMEG_5719,Rv1260,NA,0.432,327,183,0,3,326,4,6.44E-72,246
LJ00_RS17005,MSMEG_3456,Rv3078,hab,0.432,125,70,0,12,135,9,5.02E-25,98
LJ00_RS00285,MSMEG_0058,Rv3867,espH,0.432,171,94,0,9,174,5,1.17E-36,133
LJ00_RS07340,MSMEG_1487,Rv0736,rslA,0.431,231,129,0,13,243,23,3.79E-54,187
LJ00_RS25665,MSMEG_5249,Rv1093,glyA1,0.43,454,235,0,35,488,5,2.85E-108,356
LJ00_RS31510,MSMEG_6438,Rv3852,hns,0.428,131,72,0,32,158,4,4.37E-24,96
LJ00_RS32170,MSMEG_6573,Rv1128c,NA,0.425,451,254,0,5,455,8,2.98E-106,353
LJ00_RS03805,MSMEG_0771,Rv1865c,NA,0.425,274,155,0,2,275,13,6.91E-57,197
LJ00_RS31855,MSMEG_6509,Rv2936,drrA,0.425,235,129,0,23,257,16,4.98E-52,183
LJ00_RS25540,MSMEG_5223,Rv1111c,NA,0.424,387,179,0,1,387,1,1.89E-73,250
LJ00_RS00490,MSMEG_0098,Rv0839,NA,0.423,103,58,0,73,173,39,2.17E-15,73
LJ00_RS04030,MSMEG_0816,Rv1393c,NA,0.423,491,281,0,1,491,1,9.81E-126,407
LJ00_RS05930,MSMEG_1200,Rv0931c,pknD,0.421,407,229,0,2,408,3,3.39E-89,305
LJ00_RS03705,MSMEG_0750,Rv0364,NA,0.42,222,126,0,9,230,1,6.87E-55,189
LJ00_RS15400,MSMEG_3131,Rv1550,fadD11,0.418,451,229,0,142,536,103,9.75E-92,310
LJ00_RS29840,MSMEG_6099,Rv3604c,NA,0.417,539,231,0,1,539,1,6.74E-96,322
LJ00_RS18430,MSMEG_3752,Rv1693,NA,0.416,58,33,0,1,58,1,2.10E-09,49
LJ00_RS20895,MSMEG_4264,Rv2197c,NA,0.415,190,102,0,12,187,21,1.46E-39,142
LJ00_RS28905,MSMEG_5909,Rv3725,NA,0.408,245,144,0,1,245,6,1.85E-49,177
LJ00_RS17735,MSMEG_3607,Rv1941,NA,0.407,245,143,0,15,256,6,2.34E-48,171
LJ00_RS02545,MSMEG_0517,Rv2039c,NA,0.407,267,153,0,42,308,22,1.91E-64,220
LJ00_RS07145,MSMEG_1447,Rv3334,NA,0.407,81,46,0,11,91,1,4.38E-11,57
LJ00_RS25110,MSMEG_5136,Rv0080,NA,0.406,132,75,0,5,132,14,7.31E-22,89
LJ00_RS33440,MSMEG_6832,Rv0576,NA,0.406,182,106,0,1,182,248,8.04E-40,143
LJ00_RS02540,MSMEG_0516,Rv2040c,NA,0.405,280,165,0,22,299,11,2.29E-59,205
LJ00_RS04635,MSMEG_0940,Rv0497,NA,0.404,355,184,0,1,355,1,7.76E-56,197
LJ00_RS14950,MSMEG_3039,Rv1260,NA,0.402,368,217,0,5,368,3,6.44E-72,246
LJ00_RS19175,MSMEG_3903,Rv2376c,cfp2,0.402,164,97,0,4,167,5,2.02E-26,103
LJ00_RS22815,MSMEG_4670,Rv2962c,NA,0.402,188,106,0,228,415,247,1.12E-24,106
LJ00_RS04915,MSMEG_0998,Rv0218,NA,0.401,410,226,0,3,381,29,8.59E-82,274
LJ00_RS18040,MSMEG_3670,Rv3065,mmr,0.401,102,59,0,7,105,6,5.61E-17,73
LJ00_RS02890,MSMEG_0586,Rv0516c,NA,0.4,155,88,0,2,149,4,4.97E-26,101
LJ00_RS19895,MSMEG_4058,Rv1200,NA,0.4,423,250,0,5,422,2,2.31E-94,313
LJ00_RS27680,MSMEG_5659,Rv0194,NA,0.399,577,338,0,28,604,615,3.86E-120,396
LJ00_RS25645,MSMEG_5245,Rv2028c,NA,0.399,271,160,0,7,277,10,1.32E-55,193
LJ00_RS19005,MSMEG_3869,Rv3166c,NA,0.398,308,182,0,2,305,6,2.84E-59,205
LJ00_RS25575,MSMEG_5230,Rv1738,NA,0.397,88,51,0,3,90,7,4.77E-11,55
LJ00_RS09680,MSMEG_1963,Rv1267c,embR,0.396,251,150,0,1,251,11,2.88E-41,164
LJ00_RS35680,MSMEG_2676,Rv2085,NA,0.396,63,34,0,23,85,41,1.30E-07,45
LJ00_RS09395,MSMEG_1903,Rv1866,NA,0.395,777,465,0,27,796,2,1.55E-165,537
LJ00_RS06080,MSMEG_1230,Rv2273,NA,0.395,96,56,0,7,102,8,2.89E-14,65
LJ00_RS18985,MSMEG_3866,Rv3162c,NA,0.395,139,82,0,5,143,7,1.64E-24,97
LJ00_RS13170,MSMEG_2681,Rv0840c,pip,0.394,269,159,0,31,299,24,9.65E-62,212
LJ00_RS26975,MSMEG_5518,Rv0954,NA,0.394,298,176,0,1,292,1,1.27E-54,191
LJ00_RS24600,MSMEG_5032,Rv1725c,NA,0.393,118,70,0,6,122,4,3.36E-17,78
LJ00_RS29885,MSMEG_6108,Rv3726,NA,0.393,384,205,0,1,338,1,9.36E-79,263
LJ00_RS20460,MSMEG_4175,Rv2034,NA,0.392,79,47,0,4,82,11,3.25E-12,59
LJ00_RS33435,MSMEG_6831,Rv3177,NA,0.391,270,163,0,9,278,16,3.75E-53,186
LJ00_RS33605,MSMEG_6866,Rv3665c,dppB,0.391,308,185,0,23,327,1,4.87E-61,211
LJ00_RS03845,MSMEG_0779,Rv1928c,NA,0.389,250,152,0,1,250,6,3.83E-51,179
LJ00_RS24750,MSMEG_5063,Rv1233c,NA,0.387,155,90,0,1,148,44,1.87E-28,108
LJ00_RS22280,MSMEG_4555,Rv2403c,lppR,0.385,252,151,0,6,257,6,6.15E-44,158
LJ00_RS08485,MSMEG_1717,Rv3191c,NA,0.385,381,204,0,76,456,4,2.21E-72,250
LJ00_RS13140,MSMEG_2675,Rv3191c,NA,0.385,381,204,0,76,456,4,2.21E-72,250
LJ00_RS23000,MSMEG_4708,Rv0089,NA,0.383,191,117,0,7,197,5,6.90E-25,100
LJ00_RS01260,MSMEG_0253,Rv0209,NA,0.383,345,204,0,8,338,4,4.25E-46,168
LJ00_RS33430,MSMEG_6830,Rv1742,NA,0.383,239,144,0,3,237,2,1.30E-46,165
LJ00_RS32230,MSMEG_6585,Rv1933c,fadE18,0.383,361,218,0,6,366,2,3.13E-64,223
LJ00_RS00535,MSMEG_0107,Rv3484,NA,0.383,523,310,0,10,532,8,2.52E-96,323
LJ00_RS31805,MSMEG_6499,Rv1056,NA,0.382,248,148,0,17,264,14,3.45E-45,162
LJ00_RS01400,MSMEG_0281,Rv1279,NA,0.382,522,310,0,10,512,6,5.80E-89,301
LJ00_RS14065,MSMEG_2863,Rv2576c,NA,0.381,131,79,0,9,139,27,1.81E-24,96
LJ00_RS03465,MSMEG_0703,Rv1929c,NA,0.379,206,125,0,6,207,9,6.70E-29,112
LJ00_RS25985,MSMEG_5317,Rv0314c,NA,0.378,239,130,0,1,239,10,4.79E-40,146
LJ00_RS21900,MSMEG_4477,Rv1900c,lipJ,0.378,451,274,0,4,454,10,3.23E-81,278
LJ00_RS08200,MSMEG_1660,Rv0021c,NA,0.376,316,177,0,1,285,1,2.11E-53,187
LJ00_RS30275,MSMEG_6188,Rv3675,NA,0.376,120,60,0,1,97,6,7.18E-09,49
LJ00_RS05870,MSMEG_1188,Rv0538,NA,0.375,600,341,0,1,600,1,2.46E-98,333
LJ00_RS30460,MSMEG_6224,Rv0654,NA,0.375,485,263,0,16,436,13,6.50E-92,306
LJ00_RS23125,MSMEG_4733,Rv1517,NA,0.375,256,158,0,1,256,1,1.31E-43,157
LJ00_RS04205,MSMEG_0852,Rv2683,NA,0.375,144,89,0,1,144,19,6.65E-24,95
LJ00_RS22970,MSMEG_4702,Rv0102,NA,0.373,650,397,0,17,666,25,4.09E-128,422
LJ00_RS25405,MSMEG_5196,Rv2875,mpt70,0.372,200,117,0,2,201,5,1.98E-34,130
LJ00_RS07590,MSMEG_1537,Rv3446c,NA,0.372,396,225,0,7,366,7,9.70E-59,206
LJ00_RS29980,MSMEG_6127,Rv3687c,rsfB,0.372,118,72,0,1,118,1,2.14E-22,89
LJ00_RS13060,MSMEG_2658,Rv2068c,blaC,0.37,295,176,0,6,286,8,1.97E-56,196
LJ00_RS33095,MSMEG_6763,Rv0077c,NA,0.369,269,169,0,1,269,1,2.29E-44,160
LJ00_RS11025,MSMEG_2242,Rv0147,NA,0.369,440,274,0,13,452,44,3.92E-79,271
LJ00_RS18065,MSMEG_3675,Rv2777c,NA,0.369,291,180,0,8,298,71,4.68E-58,201
LJ00_RS33235,MSMEG_6791,Rv1715,fadB3,0.369,275,164,0,9,283,12,1.07E-42,157
LJ00_RS24815,MSMEG_5076,Rv1217c,NA,0.368,522,325,0,3,518,24,8.08E-80,274
LJ00_RS22815,MSMEG_4670,Rv2958c,NA,0.368,182,109,0,228,409,236,1.12E-24,106
LJ00_RS07895,MSMEG_1600,Rv3413c,NA,0.366,346,188,0,1,346,1,1.46E-53,192
LJ00_RS08590,MSMEG_1740,Rv2766c,NA,0.366,242,151,0,11,252,5,2.51E-45,162
LJ00_RS02590,MSMEG_0526,Rv1279,NA,0.365,528,332,0,2,529,3,7.73E-89,301
LJ00_RS18835,MSMEG_3834,Rv1556,NA,0.365,163,102,0,13,175,23,3.02E-22,92
LJ00_RS04465,MSMEG_0904,Rv0463,NA,0.364,85,53,0,5,89,13,1.51E-13,62
LJ00_RS09170,MSMEG_2150,Rv3638,NA,0.364,229,134,0,36,264,23,1.95E-39,146
LJ00_RS10590,MSMEG_1858,Rv3638,NA,0.364,229,134,0,36,264,23,1.95E-39,146
LJ00_RS10590,MSMEG_2150,Rv3638,NA,0.364,229,134,0,36,264,23,1.95E-39,146
LJ00_RS09170,MSMEG_1858,Rv3638,NA,0.364,229,134,0,36,264,23,1.95E-39,146
LJ00_RS16220,MSMEG_3301,Rv0791c,NA,0.363,270,152,0,13,252,24,3.23E-45,163
LJ00_RS07710,MSMEG_1562,Rv3439c,NA,0.362,333,209,0,4,336,139,6.77E-47,170
LJ00_RS12200,MSMEG_2483,Rv1719,NA,0.361,226,144,0,4,229,16,6.66E-34,128
LJ00_RS02880,MSMEG_0583,Rv0076c,NA,0.36,75,47,0,7,81,52,3.40E-11,55
LJ00_RS21325,MSMEG_4353,Rv3491,NA,0.359,175,105,0,3,167,11,1.17E-27,107
LJ00_RS05380,MSMEG_1090,Rv3375,amiD,0.358,459,293,0,5,463,19,6.78E-82,278
LJ00_RS26350,MSMEG_5394,Rv1031,kdpC,0.357,277,120,0,8,284,3,6.13E-34,130
